4;70
23;70
47;70
57;70
77;70
79;70
109;70
179;70
184;70
211;70
320;70
364;70
376;70
389;70
403;70
488;70
493;70
496;70
518;70
522;70
540;70
541;70
551;70
562;70
580;70
593;70
600;70
624;70
644;70
683;70
711;70
721;70
727;70
754;70
804;70
818;70
843;70
915;70
930;70
937;70
945;70
960;70
1002;70
1035;70
1056;70
1089;70
1111;70
1188;70
1197;70
1200;70
1293;70
1316;70
1317;70
1399;70
1407;70
1414;70
1453;70
1469;70
1471;70
1476;70
1482;70
1509;70
1526;70
1539;70
1540;70
1546;70
1575;70
1591;70
1600;70
1601;70
1603;70
1644;70
1651;70
1662;70
1699;70
1734;70
1735;70
1760;70
1782;70
1787;70
1797;70
1828;70
1832;70
1834;70
1838;70
1886;70
1905;70
1911;70
1942;70
1980;70
1998;70
2012;70
2013;70
2018;70
2021;70
2028;70
2051;70
2058;70
2063;70
2077;70
2089;70
2098;70
2112;70
2167;70
2172;70
2192;70
2234;70
2240;70
2259;70
2265;70
2290;70
2342;70
2344;70
2354;70
2412;70
2444;70
2464;70
2499;70
2500;70
2514;70
2517;70
2520;70
2521;70
2533;70
2548;70
2586;70
2592;70
2597;70
2600;70
2614;70
2629;70
2671;70
2675;70
2690;70
2715;70
2716;70
2761;70
2790;70
2804;70
2812;70
2832;70
2866;70
2876;70
2878;70
2888;70
2893;70
2968;70
3029;70
3034;70
3035;70
3041;70
3067;70
3069;70
3088;70
3112;70
3136;70
3142;70
3147;70
3167;70
3220;70
3221;70
3225;70
3253;70
3254;70
3271;70
3279;70
3333;70
3339;70
3376;70
3386;70
3436;70
3456;70
3500;70
3509;70
3626;70
3652;70
3663;70
3685;70
3689;70
3709;70
3749;70
3754;70
3770;70
3774;70
3782;70
3798;70
3800;70
3808;70
3813;70
3924;70
3926;70
3951;70
3952;70
3964;70
3971;70
4005;70
4006;70
4029;70
4041;70
4051;70
4065;70
4100;70
4116;70
4122;70
4140;70
4152;70
4198;70
4215;70
4240;70
4267;70
4270;70
4285;70
4294;70
4299;70
4329;70
4332;70
4393;70
4405;70
4475;70
4506;70
4514;70
4578;70
4587;70
4605;70
4627;70
4636;70
4659;70
4666;70
4687;70
4693;70
4732;70
4759;70
4781;70
4801;70
4817;70
4833;70
4850;70
4890;70
4893;70
4910;70
4932;70
4943;70
4965;70
4974;70
4975;70
4977;70
5039;70
5051;70
5060;70
5067;70
5128;70
5142;70
5176;70
5196;70
5266;70
5274;70
5335;70
5349;70
5364;70
5396;70
5414;70
5426;70
5433;70
5439;70
5459;70
5536;70
5551;70
5565;70
5581;70
5587;70
5633;70
5647;70
5684;70
