1;89
2;71
3;72
4;70
5;73
6;73
7;71
8;84
9;80
10;83
11;74
12;80
13;72
14;88
15;78
16;80
17;84
18;87
19;81
20;74
21;75
22;71
23;70
24;81
31;85
32;83
33;80
34;83
35;87
36;82
37;78
38;78
39;87
40;74
41;80
42;84
43;76
44;84
45;74
46;81
47;70
48;74
49;79
50;76
51;75
52;74
53;75
54;86
55;75
56;85
57;70
58;85
59;85
60;79
61;80
62;81
63;73
64;81
65;81
66;88
67;73
68;85
69;81
70;81
71;89
72;78
73;71
74;74
75;90
76;88
77;70
78;87
79;70
80;88
81;88
82;79
83;72
84;82
85;85
86;81
87;72
88;74
89;71
90;90
91;76
92;84
93;78
94;88
95;84
96;89
97;83
98;76
99;81
100;82
101;80
102;84
103;80
104;73
105;85
106;89
107;81
108;83
109;70
110;80
111;74
112;89
113;85
114;90
115;74
116;82
117;90
118;78
119;86
120;85
121;90
122;84
123;77
124;87
125;85
126;77
127;83
128;90
129;88
130;90
131;81
132;86
133;75
134;80
135;72
136;85
137;82
138;90
139;82
140;82
141;77
142;87
143;88
144;87
145;79
146;73
147;75
148;80
149;90
150;77
151;73
152;74
153;76
154;75
155;88
156;83
157;89
158;86
159;82
160;88
161;88
162;72
163;74
164;81
165;83
166;79
167;89
168;78
169;73
170;90
171;74
172;81
173;86
174;86
175;72
176;90
177;84
178;75
179;70
180;86
181;82
182;74
183;73
184;70
185;88
186;80
187;80
188;78
189;74
190;80
191;89
192;72
193;72
194;84
195;83
196;73
197;78
198;90
199;85
200;78
201;75
202;85
203;82
204;86
205;80
206;72
207;82
208;78
209;86
210;81
211;70
212;82
213;77
214;82
215;88
216;73
217;82
218;75
219;90
220;89
221;76
222;89
223;87
224;83
225;89
226;89
227;73
228;85
229;86
230;89
231;81
232;89
233;79
234;74
235;75
236;77
237;74
238;84
239;71
240;79
241;81
242;73
243;79
244;85
245;73
246;90
247;79
248;76
249;81
250;83
251;73
252;78
253;88
254;75
255;73
256;74
257;83
258;76
